gp,min,pts,fg,3p_made,3p,ftm,ft,oreb,dreb,ast,stl,blk,tov,target_5yrs,points_per_minute,efficiency_rating
59,9.1,3.3,37.3,0.0,0.0,0.7,76.5,0.6,0.7,0.9,0.5,0.2,0.6,1,0.3626373626373626,5.6000000000000005
51,9.0,4.5,48.2,0.0,0.0,0.8,64.2,0.6,0.8,0.3,0.2,0.3,0.7,0,0.5,6.0
47,8.9,4.2,38.3,0.0,0.0,1.1,68.8,0.2,0.4,0.4,0.5,0.1,0.7,0,0.47191011235955055,5.1
38,7.1,3.2,37.3,0.1,13.3,0.5,69.2,0.1,0.4,1.2,0.2,0.0,0.7,1,0.45070422535211274,4.4
43,7.1,2.1,41.5,0.0,0.0,0.3,52.0,0.6,0.8,0.6,0.2,0.1,0.4,0,0.295774647887324,3.9999999999999996
39,6.9,1.3,41.2,0.0,0.0,0.3,50.0,0.5,1.5,0.3,0.2,0.3,0.4,0,0.18840579710144928,3.6
39,6.0,3.3,41.9,0.1,36.4,0.5,67.7,0.4,0.5,0.7,0.1,0.1,0.8,0,0.5499999999999999,4.3
38,4.7,1.8,38.8,0.0,0.0,0.4,88.2,0.2,0.3,0.7,0.1,0.0,0.5,1,0.3829787234042553,2.6999999999999997
82,32.8,21.0,52.3,0.0,25.0,3.5,66.1,3.6,7.6,2.0,0.8,2.4,3.6,1,0.6402439024390244,33.699999999999996
81,30.0,12.0,48.0,0.0,18.8,2.3,75.3,1.4,5.5,2.1,0.9,0.8,2.0,1,0.4,20.7
80,27.0,8.4,46.9,0.0,0.0,1.8,73.0,0.8,1.7,8.3,1.5,0.2,3.4,1,0.3111111111111111,17.500000000000004
79,26.3,10.8,49.9,0.0,25.0,2.3,73.1,2.2,3.5,2.2,0.7,0.7,1.5,1,0.41064638783269963,18.599999999999998
52,12.8,4.2,35.6,0.3,24.5,0.8,63.8,0.9,2.0,0.3,0.4,0.1,0.9,1,0.328125,7.1
82,25.9,12.4,44.8,0.1,24.1,2.6,74.2,1.7,2.3,2.3,1.3,0.1,1.7,1,0.4787644787644788,18.400000000000002
81,24.8,8.5,51.2,0.0,0.0,1.1,75.2,1.4,4.3,1.6,0.5,1.5,1.3,1,0.34274193548387094,16.499999999999996
81,24.4,12.1,44.4,0.3,32.4,1.8,82.6,0.7,1.2,1.9,0.3,0.2,1.4,1,0.4959016393442623,14.999999999999998
81,23.9,9.3,46.2,0.0,16.7,3.1,78.5,0.9,1.8,3.9,1.6,0.4,2.1,1,0.38912133891213396,15.799999999999999
80,23.2,5.5,49.6,0.0,0.0,0.9,59.0,2.2,4.1,0.9,0.4,1.8,1.4,1,0.23706896551724138,13.4
74,22.1,10.6,48.4,0.1,23.5,1.5,80.6,0.7,1.5,2.4,1.1,0.3,1.6,1,0.4796380090497737,15.000000000000002
82,21.1,9.0,46.7,0.1,23.1,1.4,77.2,1.5,2.3,1.5,0.8,0.5,0.9,0,0.42654028436018954,14.700000000000001
82,20.9,5.7,44.3,0.0,11.5,0.8,67.3,0.6,1.5,2.9,1.2,0.3,1.4,1,0.27272727272727276,10.8
79,19.4,7.3,53.6,0.0,25.0,1.8,83.7,1.3,2.6,1.2,0.7,0.5,1.3,1,0.37628865979381443,12.199999999999998
80,17.8,8.3,44.8,0.3,26.2,1.5,78.7,0.5,1.0,2.2,0.7,0.1,1.4,0,0.4662921348314607,11.399999999999999
31,12.6,3.1,45.8,0.0,0.0,0.7,65.6,1.2,2.9,0.2,0.2,0.7,0.6,0,0.24603174603174605,7.699999999999999
73,17.6,6.9,44.5,0.1,24.3,0.9,88.9,0.3,0.9,3.3,0.4,0.0,1.1,1,0.39204545454545453,10.7
82,17.2,7.7,45.1,0.0,25.0,1.5,72.8,1.4,1.5,1.9,1.3,0.3,1.5,1,0.4476744186046512,12.600000000000001
72,16.9,6.3,46.4,0.0,9.1,1.1,72.7,0.8,1.3,1.8,0.8,0.1,1.0,0,0.3727810650887574,10.100000000000001
82,16.1,7.9,41.7,0.0,26.7,2.5,79.1,0.9,1.1,3.5,1.6,0.2,2.4,1,0.4906832298136646,12.799999999999999
78,15.9,4.2,41.3,0.0,11.1,1.4,77.7,0.4,1.2,3.4,1.2,0.1,1.4,0,0.2641509433962264,9.1
67,15.8,8.2,45.6,0.2,41.4,1.3,71.9,1.6,2.1,0.8,0.6,0.1,1.2,1,0.5189873417721518,12.2
75,15.7,6.1,44.1,0.0,0.0,1.3,71.4,1.2,1.3,2.3,0.5,0.2,1.3,1,0.3885350318471337,10.299999999999997
78,13.7,4.5,50.3,0.0,40.0,0.4,60.9,0.2,0.7,0.9,0.2,0.0,0.4,1,0.3284671532846716,6.1000000000000005
49,13.6,5.2,43.9,0.0,0.0,1.1,71.4,1.2,2.4,0.5,0.4,0.3,1.2,1,0.3823529411764706,8.800000000000002
78,13.3,3.6,51.7,0.0,0.0,0.4,60.8,0.8,2.1,0.8,0.3,1.1,0.8,1,0.2706766917293233,7.8999999999999995
38,12.5,5.3,41.6,0.8,37.5,0.6,67.6,0.2,1.1,0.7,0.4,0.1,0.9,0,0.424,6.8999999999999995
55,12.5,6.2,45.9,0.1,26.3,0.9,77.0,0.7,0.9,1.3,0.3,0.1,0.8,0,0.496,8.700000000000001
40,11.7,6.5,50.9,0.0,0.0,1.0,85.1,0.5,0.6,1.2,0.5,0.0,0.8,0,0.5555555555555556,8.6
47,11.1,2.7,38.8,0.0,0.0,0.7,70.0,1.0,1.5,0.9,0.2,0.4,0.7,0,0.24324324324324326,5.9
45,10.3,3.3,41.9,0.0,12.5,0.5,82.1,0.4,0.5,0.9,0.3,0.0,0.7,1,0.3203883495145631,4.7
49,9.3,2.9,44.5,0.1,18.2,0.3,61.5,0.1,0.6,3.0,0.2,0.0,0.7,1,0.31182795698924726,6.1
48,9.3,4.5,49.7,0.0,0.0,1.2,61.5,0.4,0.8,0.8,0.5,0.4,1.0,0,0.48387096774193544,6.4
39,8.5,3.1,54.4,0.0,0.0,0.5,53.8,1.0,1.9,0.5,0.5,0.3,0.5,0,0.3647058823529412,6.8
57,8.3,2.9,38.4,0.0,0.0,0.6,69.6,0.8,1.1,0.3,0.2,0.7,0.6,1,0.34939759036144574,5.4
57,8.2,2.1,39.7,0.1,23.1,0.3,78.3,0.4,0.6,0.8,0.4,0.0,0.4,1,0.25609756097560976,3.900000000000001
33,16.9,4.1,37.3,0.3,29.0,0.8,62.5,0.4,1.9,2.4,1.0,0.3,1.2,0,0.24260355029585798,8.8
53,12.4,3.4,37.9,0.6,36.0,0.3,93.8,0.7,1.8,0.4,0.3,0.0,0.2,0,0.27419354838709675,6.4
15,7.9,1.9,27.0,0.0,0.0,0.5,66.7,0.5,1.1,0.5,0.1,0.1,1.0,0,0.24050632911392403,3.0999999999999996
45,7.9,3.7,57.1,0.0,0.0,0.8,41.8,0.8,1.0,0.5,0.3,0.2,0.4,0,0.46835443037974683,6.1
55,7.6,2.7,44.8,0.0,0.0,0.3,64.3,0.2,0.6,0.8,0.3,0.1,0.6,1,0.3552631578947369,4.2
35,5.6,1.9,45.5,0.0,0.0,0.1,31.3,0.8,1.0,0.2,0.0,0.1,0.6,1,0.3392857142857143,3.4
70,36.2,23.7,52.3,0.0,0.0,4.2,70.9,4.3,6.3,2.5,1.8,0.9,2.9,1,0.654696132596685,36.599999999999994
81,34.1,20.1,47.9,0.0,22.2,3.2,74.1,4.2,6.4,2.8,1.7,0.5,2.7,1,0.5894428152492669,33.0
76,27.4,15.1,46.6,0.1,20.0,2.7,73.0,1.1,2.3,3.7,0.9,0.1,2.7,1,0.551094890510949,20.5
82,26.8,10.3,44.8,0.2,31.7,2.5,79.2,1.9,2.5,2.1,0.8,0.8,1.6,1,0.3843283582089552,16.900000000000002
76,26.6,9.9,45.2,0.3,22.2,1.2,72.3,0.7,0.9,3.6,1.1,0.1,2.1,1,0.37218045112781956,14.200000000000001
58,11.8,3.3,53.5,0.0,0.0,0.9,71.2,0.8,1.7,0.4,0.3,0.9,0.3,0,0.2796610169491525,7.200000000000001
77,25.6,13.4,57.9,0.0,25.0,1.8,62.4,2.0,3.1,1.7,1.2,0.8,2.3,1,0.5234375,20.0
78,23.5,8.4,46.2,0.2,46.7,0.6,67.2,1.0,1.8,2.5,0.7,0.1,0.9,1,0.3574468085106383,13.599999999999998
73,23.4,10.4,42.8,0.1,34.5,1.2,69.6,1.0,1.6,2.1,0.7,0.3,1.9,1,0.4444444444444445,14.299999999999999
80,20.2,5.1,46.2,0.0,0.0,1.0,69.0,1.5,2.7,1.0,0.4,0.6,1.7,1,0.2524752475247525,9.5
82,20.0,4.4,59.5,0.0,0.0,0.9,61.4,2.1,3.8,0.8,0.8,0.1,0.6,1,0.22000000000000003,11.400000000000002
74,19.5,7.0,40.8,0.0,13.3,1.8,75.3,0.5,1.3,4.9,1.2,0.2,2.5,0,0.358974358974359,12.6
82,19.4,9.3,48.7,0.0,12.5,2.4,81.0,0.4,1.1,2.6,0.6,0.0,1.9,0,0.47938144329896915,12.1
79,19.3,6.7,45.7,0.0,11.1,1.3,59.7,1.1,2.5,2.6,1.3,0.6,2.0,1,0.3471502590673575,12.8
51,11.3,2.8,42.2,0.0,20.0,0.7,64.2,0.7,1.4,0.5,0.5,0.2,0.7,0,0.247787610619469,5.4
75,18.9,4.9,47.9,0.0,0.0,1.1,69.9,0.9,2.0,3.4,1.6,0.1,1.3,1,0.2592592592592593,11.6
81,18.9,4.3,41.4,0.0,0.0,0.7,65.6,1.1,4.6,1.4,0.3,3.4,1.7,1,0.22751322751322753,13.400000000000002
75,18.8,6.3,53.3,0.0,0.0,1.7,74.1,1.9,3.5,1.4,0.6,0.9,1.1,0,0.33510638297872336,13.5
44,17.6,3.6,40.0,0.0,0.0,0.7,65.2,0.6,1.2,2.5,0.9,0.3,1.4,0,0.20454545454545453,7.700000000000001
77,19.6,6.1,43.1,0.7,34.4,1.0,72.8,0.7,1.3,0.8,0.6,0.2,0.6,0,0.3112244897959183,9.0
43,16.9,4.0,38.0,0.0,0.0,1.0,73.7,0.3,1.3,2.9,0.5,0.2,1.6,0,0.2366863905325444,7.6
76,16.4,8.1,42.9,0.1,40.0,2.0,83.3,0.7,1.1,1.8,0.8,0.2,1.4,1,0.49390243902439024,11.3
78,16.3,5.2,40.4,0.1,36.8,0.6,69.6,1.4,2.1,1.5,0.7,0.3,1.2,1,0.31901840490797545,10.0
77,15.9,6.2,47.6,0.0,25.0,0.8,73.5,1.2,2.1,0.8,0.3,0.3,1.1,0,0.389937106918239,9.800000000000002
68,14.6,5.7,43.2,0.0,0.0,0.9,76.2,0.3,1.2,2.5,0.8,0.1,1.7,1,0.3904109589041096,8.8
52,10.3,3.7,45.5,0.1,13.9,0.7,67.3,0.5,1.2,0.4,0.4,0.2,0.8,0,0.3592233009708738,5.600000000000001
62,14.2,5.6,48.5,0.0,0.0,1.4,57.1,1.7,2.1,0.8,0.4,0.6,1.2,1,0.39436619718309857,9.900000000000002
71,13.9,5.4,51.2,0.0,0.0,1.3,65.0,1.9,3.4,0.5,0.6,0.9,1.4,1,0.38848920863309355,11.299999999999999
53,13.2,4.9,53.4,0.0,0.0,0.8,77.4,1.3,2.1,0.9,0.4,0.2,0.8,0,0.37121212121212127,9.0
44,11.8,2.8,31.4,0.0,0.0,0.8,78.3,0.9,1.8,0.8,0.3,0.2,0.7,0,0.23728813559322032,6.1
68,11.1,2.7,36.4,0.0,11.1,0.7,81.0,0.3,0.8,1.9,0.2,0.0,1.4,0,0.24324324324324326,4.5
68,11.1,2.7,36.4,0.0,11.1,0.7,81.0,0.3,0.8,1.9,0.2,0.0,1.4,1,0.24324324324324326,4.5
49,10.6,4.0,43.5,0.0,14.3,0.9,57.7,0.6,0.9,0.7,0.4,0.1,1.0,1,0.37735849056603776,5.7
54,10.3,3.3,44.5,0.0,0.0,0.1,47.1,0.8,1.4,0.5,0.3,0.2,0.5,0,0.3203883495145631,6.0
52,10.1,3.2,42.0,0.0,0.0,0.3,57.1,0.8,1.7,0.3,0.1,0.6,0.4,0,0.31683168316831684,6.299999999999999
62,9.8,4.0,47.7,0.0,14.3,1.2,76.0,0.4,0.8,1.1,0.4,0.1,0.9,1,0.4081632653061224,5.9
65,9.6,5.0,54.3,0.0,0.0,1.1,64.2,0.7,0.9,0.5,0.3,0.0,0.8,1,0.5208333333333334,6.6
40,10.0,1.9,48.5,0.1,15.4,0.2,70.0,0.9,1.5,0.4,0.5,0.3,0.5,0,0.19,5.0
55,9.4,4.5,44.9,0.2,36.0,0.5,73.7,0.5,0.6,0.6,0.3,0.1,0.6,0,0.4787234042553191,6.1
48,8.7,3.2,40.6,0.0,0.0,0.8,67.8,0.6,1.0,0.6,0.3,0.2,1.0,0,0.36781609195402304,4.9
23,8.3,1.3,36.7,0.0,0.0,0.4,45.0,0.7,1.3,0.5,0.1,0.3,0.7,0,0.1566265060240964,3.5
63,8.2,3.6,37.4,0.1,22.0,0.6,64.4,0.5,0.5,0.8,0.6,0.1,0.7,0,0.4390243902439025,5.499999999999999
44,7.9,3.3,41.5,0.0,0.0,0.8,66.0,0.3,0.5,0.8,0.5,0.1,0.9,0,0.4177215189873417,4.699999999999999
54,6.8,1.5,40.4,0.0,0.0,0.1,31.3,0.8,1.1,0.2,0.1,0.3,0.4,1,0.22058823529411764,3.6
39,6.8,2.2,37.5,0.0,14.3,0.5,56.3,0.4,0.5,0.4,0.2,0.1,0.5,1,0.3235294117647059,3.3000000000000003
36,5.1,2.2,45.3,0.0,0.0,0.6,44.4,0.9,1.2,0.2,0.1,0.1,1.0,1,0.4313725490196079,3.7
31,4.5,1.2,34.2,0.0,0.0,0.4,55.0,0.5,0.8,0.1,0.2,0.0,0.3,1,0.26666666666666666,2.5000000000000004
35,4.2,2.9,36.1,0.0,9.1,0.9,66.7,0.2,0.3,0.6,0.1,0.1,0.4,0,0.6904761904761905,3.7999999999999994
82,37.5,21.6,49.6,0.1,22.7,6.0,79.7,2.7,2.7,3.3,1.1,0.2,3.4,1,0.5760000000000001,28.200000000000003
82,34.5,15.5,58.2,0.0,0.0,3.0,62.4,4.2,8.0,1.3,1.0,1.0,2.9,1,0.4492753623188406,28.200000000000003
72,33.8,17.0,42.4,0.2,28.8,4.2,70.4,0.8,2.1,7.8,2.1,0.2,4.2,1,0.5029585798816568,25.8
81,33.1,17.2,52.5,0.0,0.0,3.5,62.0,2.6,4.3,1.8,0.7,0.6,2.7,1,0.5196374622356495,24.500000000000004
81,32.4,21.4,49.7,0.0,25.0,3.6,71.6,2.2,4.7,2.2,1.1,0.3,2.4,1,0.6604938271604938,29.6
51,28.8,18.7,46.5,0.5,35.2,3.3,68.0,1.7,3.1,3.2,0.7,0.4,2.6,1,0.6493055555555555,25.299999999999997
82,27.8,11.5,47.7,0.0,28.6,1.5,67.0,2.1,5.2,1.7,0.7,2.2,1.7,1,0.4136690647482014,21.799999999999997
82,27.0,14.4,56.1,0.0,33.3,4.2,75.2,3.1,6.2,1.6,0.5,0.7,2.9,1,0.5333333333333333,23.600000000000005
79,25.7,10.7,41.4,0.2,21.5,1.9,75.0,0.4,1.4,4.8,1.0,0.1,2.0,1,0.41634241245136183,16.5
80,25.0,8.3,44.1,0.0,0.0,1.2,70.3,1.8,2.0,2.4,0.9,0.0,1.4,1,0.332,14.000000000000002
78,22.3,12.8,61.3,0.0,0.0,2.7,64.2,1.9,3.9,1.2,0.5,1.1,2.5,1,0.5739910313901345,19.000000000000004
76,22.3,12.1,48.2,0.0,23.1,1.8,77.8,1.4,2.7,1.9,0.8,0.5,2.4,1,0.5426008968609866,17.0
80,21.3,9.6,47.7,0.0,0.0,1.8,68.4,2.0,3.2,1.8,0.7,0.2,1.3,1,0.45070422535211263,16.099999999999998
74,20.5,9.3,45.9,0.0,9.1,1.3,66.4,1.7,2.6,1.5,0.7,0.2,1.3,1,0.45365853658536587,14.8
74,20.5,9.3,45.9,0.0,9.1,1.3,66.4,1.7,2.6,1.5,0.7,0.2,1.3,1,0.45365853658536587,14.8
82,19.8,7.9,48.1,0.0,0.0,1.7,75.7,1.6,3.6,1.8,0.6,0.9,1.8,1,0.398989898989899,14.600000000000001
79,19.2,7.0,43.4,0.0,0.0,1.7,77.5,1.4,1.9,0.6,0.5,0.3,1.4,0,0.36458333333333337,10.3
59,18.2,6.1,55.6,0.0,0.0,0.8,55.1,1.5,3.7,0.6,0.8,1.3,1.1,0,0.33516483516483514,12.900000000000002
64,17.7,4.6,51.8,0.0,0.0,0.9,50.4,1.8,3.6,0.9,0.9,1.2,1.2,1,0.2598870056497175,11.8
63,17.2,5.3,46.1,0.0,0.0,1.0,58.3,1.5,3.2,1.0,0.3,1.3,0.9,1,0.3081395348837209,11.700000000000001
71,17.0,4.9,50.3,0.0,0.0,0.7,70.8,1.5,2.1,0.7,0.6,0.3,0.8,1,0.2882352941176471,9.299999999999999
82,16.9,6.4,41.3,0.0,0.0,1.9,76.0,0.6,1.2,3.3,1.1,0.0,1.6,1,0.37869822485207105,11.0
63,16.3,6.3,45.3,0.1,28.1,1.0,72.6,1.0,0.9,2.5,0.8,0.2,1.3,0,0.38650306748466257,10.399999999999999
64,16.1,7.0,46.5,0.3,30.5,1.0,65.7,0.4,1.0,2.3,0.8,0.1,1.4,0,0.43478260869565216,10.2
71,16.0,6.9,46.4,0.0,0.0,1.1,72.0,1.0,1.8,1.2,0.5,0.4,1.0,0,0.43125,10.700000000000001
75,15.8,7.3,51.3,0.0,0.0,1.9,69.9,1.1,1.9,1.1,0.3,0.3,1.4,1,0.46202531645569617,10.600000000000001
80,14.8,4.5,51.9,0.0,0.0,0.8,52.0,1.4,3.5,1.1,0.2,1.5,1.6,1,0.30405405405405406,10.5
80,14.8,6.6,52.1,0.0,0.0,0.9,64.1,1.2,2.0,1.0,0.5,0.9,1.3,1,0.4459459459459459,10.9
77,14.0,4.9,54.6,0.0,0.0,1.2,60.1,0.9,1.6,0.7,0.4,0.3,0.9,1,0.35000000000000003,8.0
49,13.0,3.9,43.5,0.0,0.0,0.8,59.4,0.8,0.9,0.8,0.4,0.0,0.5,0,0.3,6.2
24,9.3,2.3,31.6,0.3,28.0,0.5,73.3,0.1,0.5,1.4,0.4,0.0,0.8,0,0.24731182795698922,3.9000000000000004
72,11.9,2.9,50.9,0.0,0.0,0.5,45.9,1.0,1.5,0.6,0.3,0.7,0.7,0,0.24369747899159663,6.3
54,11.4,4.6,51.0,0.0,0.0,0.9,82.0,0.4,0.7,0.5,0.3,0.0,0.8,1,0.40350877192982454,5.8
49,11.1,4.6,45.9,0.1,22.2,0.4,64.3,0.3,0.6,1.4,0.5,0.0,1.1,0,0.4144144144144144,6.199999999999999
46,10.7,2.9,58.3,0.0,50.0,0.7,82.5,0.6,0.7,0.8,0.4,0.1,0.8,0,0.2710280373831776,4.7
54,10.6,3.8,47.8,0.0,0.0,0.6,81.1,1.0,1.5,0.6,0.2,0.2,0.8,0,0.3584905660377358,6.5
53,10.6,4.1,35.7,0.1,29.4,1.1,86.2,0.5,0.6,1.6,0.7,0.1,1.0,1,0.38679245283018865,6.599999999999999
39,9.0,4.9,46.5,0.0,0.0,0.8,58.5,0.9,0.4,0.4,0.5,0.1,0.9,1,0.5444444444444445,6.3
43,8.6,3.4,54.0,0.0,66.7,0.8,50.7,0.3,0.4,1.3,0.4,0.1,1.0,0,0.3953488372093023,4.8999999999999995
39,8.5,3.5,52.4,0.0,0.0,0.7,60.4,0.8,0.9,0.3,0.3,0.1,0.7,0,0.4117647058823529,5.199999999999999
43,9.2,2.7,35.5,0.5,30.1,0.2,77.8,0.3,1.0,0.3,0.2,0.0,0.3,0,0.29347826086956524,4.2
42,8.1,3.4,45.8,0.0,0.0,0.8,65.4,0.5,1.0,0.2,0.2,0.1,0.4,0,0.4197530864197531,5.0
42,6.9,3.6,43.3,0.0,0.0,0.5,74.1,0.2,0.4,1.1,0.4,0.1,0.6,1,0.5217391304347826,5.200000000000001
49,6.9,3.1,44.4,0.0,0.0,0.6,73.2,0.4,1.0,0.1,0.1,0.0,0.4,0,0.4492753623188406,4.399999999999999
51,6.6,3.0,45.1,0.0,0.0,0.8,67.7,0.2,0.5,0.4,0.3,0.1,0.7,0,0.4545454545454546,3.8
36,6.6,1.9,32.2,0.0,0.0,0.3,64.7,0.5,0.3,0.4,0.3,0.1,0.6,1,0.2878787878787879,2.9
82,35.6,18.9,49.1,0.0,0.0,3.8,71.6,3.3,5.9,1.4,0.6,1.5,3.0,1,0.5308988764044943,28.7
81,35.4,20.6,46.4,0.1,19.2,2.8,71.6,1.0,2.6,2.4,1.3,0.5,2.9,1,0.5819209039548023,25.500000000000004
82,31.4,9.6,51.2,0.0,0.0,2.2,58.8,5.3,6.8,1.1,0.8,0.8,1.8,1,0.3057324840764331,22.6
79,31.3,11.0,48.6,0.1,27.8,1.7,63.7,2.3,3.8,3.2,1.1,0.3,1.9,1,0.3514376996805112,19.800000000000004
80,30.4,15.2,45.2,0.0,9.7,2.1,74.9,0.5,1.9,6.9,1.1,0.1,2.9,1,0.5,22.800000000000004
33,16.4,5.3,37.1,0.2,17.4,1.1,86.0,0.2,1.5,2.8,0.4,0.0,1.5,0,0.3231707317073171,8.6
37,8.6,2.1,36.3,0.1,19.0,0.2,66.7,0.6,1.0,0.3,0.2,0.0,0.4,0,0.24418604651162792,3.6999999999999997
81,30.4,9.8,50.3,0.0,0.0,1.4,76.5,3.3,5.3,2.7,0.7,1.0,1.6,1,0.32236842105263164,21.199999999999996
82,30.2,14.7,47.9,0.0,0.0,2.8,70.6,2.6,2.8,2.5,1.2,0.4,2.0,1,0.4867549668874172,22.2
56,28.2,13.2,42.3,0.0,0.0,2.8,76.7,2.4,5.0,1.3,1.0,1.8,2.3,1,0.46808510638297873,22.5
81,24.4,11.2,46.8,0.1,24.0,1.6,73.3,1.2,1.7,3.7,1.7,0.4,2.2,1,0.45901639344262296,17.7
75,23.6,12.9,49.5,0.1,31.0,2.1,71.2,0.4,1.5,3.6,0.8,0.1,2.9,1,0.5466101694915254,16.400000000000006
68,23.5,8.4,46.0,0.0,0.0,1.9,69.9,1.8,5.0,1.5,0.5,0.3,1.8,0,0.3574468085106383,15.600000000000001
70,23.4,6.1,45.3,0.0,33.3,0.7,80.6,1.2,2.6,1.9,0.7,0.1,1.3,0,0.2606837606837607,11.299999999999997
81,22.8,11.5,44.4,0.0,0.0,2.6,77.6,1.6,1.7,2.3,1.3,0.3,2.1,1,0.5043859649122807,16.6
82,21.8,10.5,49.1,0.0,0.0,2.0,80.7,2.1,2.3,1.6,0.7,0.3,1.5,1,0.481651376146789,16.0
79,21.7,10.2,49.9,0.0,0.0,1.6,66.3,1.7,2.9,1.0,0.6,0.6,1.6,0,0.4700460829493087,15.300000000000002
76,20.8,6.6,40.7,0.1,23.5,1.4,79.7,0.3,1.3,3.3,1.2,0.1,2.2,1,0.3173076923076923,10.599999999999998
76,20.8,6.6,40.7,0.1,23.5,1.4,79.7,0.3,1.3,3.3,1.2,0.1,2.2,0,0.3173076923076923,10.599999999999998
82,20.1,10.0,53.3,0.0,0.0,1.3,67.9,1.9,2.5,0.7,0.3,1.8,1.3,1,0.49751243781094523,15.899999999999999
71,19.8,7.0,44.4,0.1,14.8,1.0,75.0,0.6,1.8,3.2,0.9,0.2,1.5,0,0.35353535353535354,12.200000000000001
81,19.7,7.9,46.0,0.0,0.0,2.2,72.9,1.4,2.2,1.4,0.6,0.3,1.8,0,0.401015228426396,12.0
82,19.2,7.4,47.9,0.0,5.3,1.3,61.0,0.7,1.7,4.5,1.5,0.3,1.9,1,0.3854166666666667,14.200000000000001
56,18.9,4.7,45.0,0.0,0.0,0.5,67.5,1.1,3.8,0.7,0.6,0.8,1.1,1,0.24867724867724872,10.600000000000001
82,17.9,8.1,51.1,0.1,23.5,1.3,89.9,0.5,1.1,2.0,0.9,0.1,1.2,1,0.45251396648044695,11.5
74,17.0,5.4,47.8,0.0,20.0,1.6,79.3,0.9,1.2,1.5,0.8,0.3,1.1,1,0.31764705882352945,9.000000000000002
28,8.1,1.7,42.5,0.3,30.4,0.2,85.7,0.3,1.1,0.4,0.2,0.1,0.5,0,0.20987654320987656,3.4000000000000004
60,15.8,8.7,52.9,0.0,0.0,2.4,67.0,1.5,2.9,0.7,0.6,1.4,1.7,1,0.550632911392405,14.1
64,14.8,3.7,49.5,0.0,0.0,0.7,75.0,0.3,1.5,1.8,0.9,0.1,1.4,0,0.25,6.899999999999999
68,14.4,5.3,54.2,0.0,0.0,1.5,59.4,1.6,3.0,0.6,0.1,1.1,1.0,1,0.3680555555555555,10.6
65,11.6,3.9,45.2,0.2,32.6,0.8,72.9,0.5,1.4,0.7,0.3,0.7,0.9,1,0.33620689655172414,6.7
53,13.7,4.1,41.2,0.0,33.3,0.8,68.3,0.2,0.9,2.6,0.5,0.1,1.0,1,0.2992700729927007,7.399999999999999
52,13.4,4.8,50.7,0.0,0.0,0.5,67.5,1.3,2.8,0.5,0.4,0.8,0.7,1,0.3582089552238806,9.9
45,12.9,4.0,51.2,0.0,0.0,0.4,76.2,1.2,2.5,0.5,0.2,0.3,0.7,1,0.31007751937984496,7.999999999999999
54,12.4,5.6,46.2,0.1,30.0,1.3,73.7,0.6,0.6,1.0,0.4,0.0,0.9,1,0.4516129032258064,7.299999999999999
81,11.7,4.7,44.2,0.0,20.0,0.6,76.6,0.4,0.8,0.9,0.4,0.1,0.7,1,0.4017094017094017,6.6000000000000005
40,11.5,1.8,32.7,0.0,0.0,0.1,55.6,0.2,0.7,1.4,0.5,0.1,0.9,0,0.1565217391304348,3.7999999999999994
48,11.3,4.1,46.2,0.0,0.0,0.6,69.0,0.8,1.3,0.6,0.5,0.3,0.7,0,0.3628318584070796,6.799999999999999
37,7.8,3.9,46.0,0.1,27.3,0.7,65.0,0.6,0.8,0.2,0.2,0.0,0.4,0,0.5,5.3
44,11.0,4.9,41.8,0.0,16.7,0.6,66.7,1.1,1.9,0.2,0.3,0.1,0.7,0,0.4454545454545455,7.8
55,10.7,4.3,45.7,0.0,0.0,0.6,60.3,1.1,1.4,0.5,0.3,0.1,1.1,0,0.40186915887850466,6.6
52,10.2,4.2,45.4,0.0,0.0,0.6,51.6,1.0,2.0,0.5,0.4,0.4,0.6,1,0.411764705882353,7.9
59,10.1,3.2,45.4,0.0,0.0,0.4,56.4,0.5,0.6,1.2,0.6,0.1,1.3,0,0.31683168316831684,4.8
47,9.6,2.0,35.8,0.0,0.0,0.5,78.1,0.2,0.7,1.5,0.5,0.0,0.6,1,0.20833333333333334,4.300000000000001
60,8.9,2.8,33.0,0.0,0.0,0.9,73.9,0.5,0.7,1.3,0.4,0.0,0.6,0,0.3146067415730337,5.1000000000000005
55,8.4,2.7,41.2,0.0,0.0,0.7,43.5,0.5,1.2,0.3,0.4,0.4,0.6,0,0.32142857142857145,4.900000000000001
44,5.3,2.6,34.8,0.0,50.0,0.4,45.9,0.6,0.7,0.3,0.2,0.0,0.6,0,0.4905660377358491,3.8000000000000003
51,7.3,2.7,43.4,0.1,41.7,0.5,59.0,0.3,0.6,1.0,0.4,0.0,0.7,0,0.36986301369863017,4.3
31,6.4,2.3,35.5,0.3,29.0,0.6,75.0,0.4,0.8,0.3,0.1,0.1,0.2,0,0.35937499999999994,3.8
82,38.6,19.0,42.9,2.3,36.8,3.3,84.4,0.5,2.6,6.5,0.9,0.2,3.0,1,0.49222797927461137,26.7
56,31.2,13.9,41.0,1.6,38.6,2.2,78.6,0.8,3.0,2.4,0.9,0.5,1.6,1,0.44551282051282054,19.899999999999995
33,15.6,3.0,31.8,0.2,16.7,0.3,52.9,0.4,1.0,2.5,0.4,0.1,0.7,0,0.19230769230769232,6.7
64,28.8,13.5,51.6,0.0,0.0,2.6,75.1,2.6,5.6,1.0,1.2,1.8,1.4,1,0.46875,24.3
